,Combination,SUDA_Sum
571,"education_level, sex, religious_upbringing, sexual_attraction_M",34
572,"education_level, sex, BMI, background_SES",706
573,"education_level, sex, BMI, gender_identity_F",566
574,"education_level, sex, BMI, gender_identity_M",516
575,"education_level, sex, BMI, sexual_attraction_F",592
576,"education_level, sex, BMI, sexual_attraction_M",566
577,"education_level, sex, background_SES, gender_identity_F",129
578,"education_level, sex, background_SES, gender_identity_M",128
579,"education_level, sex, background_SES, sexual_attraction_F",175
580,"education_level, sex, background_SES, sexual_attraction_M",164
581,"education_level, sex, gender_identity_F, gender_identity_M",98
582,"education_level, sex, gender_identity_F, sexual_attraction_F",130
583,"education_level, sex, gender_identity_F, sexual_attraction_M",123
584,"education_level, sex, gender_identity_M, sexual_attraction_F",123
585,"education_level, sex, gender_identity_M, sexual_attraction_M",117
586,"education_level, sex, sexual_attraction_F, sexual_attraction_M",84
587,"education_level, handedness, religious_now, religious_upbringing",3
588,"education_level, handedness, religious_now, BMI",273
589,"education_level, handedness, religious_now, background_SES",32
590,"education_level, handedness, religious_now, gender_identity_F",51
591,"education_level, handedness, religious_now, gender_identity_M",36
592,"education_level, handedness, religious_now, sexual_attraction_F",21
593,"education_level, handedness, religious_now, sexual_attraction_M",29
594,"education_level, handedness, religious_upbringing, BMI",286
595,"education_level, handedness, religious_upbringing, background_SES",26
596,"education_level, handedness, religious_upbringing, gender_identity_F",53
597,"education_level, handedness, religious_upbringing, gender_identity_M",37
598,"education_level, handedness, religious_upbringing, sexual_attraction_F",21
599,"education_level, handedness, religious_upbringing, sexual_attraction_M",23
600,"education_level, handedness, BMI, background_SES",639
601,"education_level, handedness, BMI, gender_identity_F",586
602,"education_level, handedness, BMI, gender_identity_M",532
603,"education_level, handedness, BMI, sexual_attraction_F",574
604,"education_level, handedness, BMI, sexual_attraction_M",558
605,"education_level, handedness, background_SES, gender_identity_F",151
606,"education_level, handedness, background_SES, gender_identity_M",145
607,"education_level, handedness, background_SES, sexual_attraction_F",165
608,"education_level, handedness, background_SES, sexual_attraction_M",146
609,"education_level, handedness, gender_identity_F, gender_identity_M",97
610,"education_level, handedness, gender_identity_F, sexual_attraction_F",123
611,"education_level, handedness, gender_identity_F, sexual_attraction_M",120
612,"education_level, handedness, gender_identity_M, sexual_attraction_F",134
613,"education_level, handedness, gender_identity_M, sexual_attraction_M",127
614,"education_level, handedness, sexual_attraction_F, sexual_attraction_M",59
615,"education_level, religious_now, religious_upbringing, BMI",299
616,"education_level, religious_now, religious_upbringing, background_SES",27
617,"education_level, religious_now, religious_upbringing, gender_identity_F",53
618,"education_level, religious_now, religious_upbringing, gender_identity_M",38
619,"education_level, religious_now, religious_upbringing, sexual_attraction_F",24
620,"education_level, religious_now, religious_upbringing, sexual_attraction_M",33
621,"education_level, religious_now, BMI, background_SES",697
622,"education_level, religious_now, BMI, gender_identity_F",590
623,"education_level, religious_now, BMI, gender_identity_M",559
624,"education_level, religious_now, BMI, sexual_attraction_F",584
625,"education_level, religious_now, BMI, sexual_attraction_M",577
626,"education_level, religious_now, background_SES, gender_identity_F",171
627,"education_level, religious_now, background_SES, gender_identity_M",154
628,"education_level, religious_now, background_SES, sexual_attraction_F",172
629,"education_level, religious_now, background_SES, sexual_attraction_M",163
630,"education_level, religious_now, gender_identity_F, gender_identity_M",96
631,"education_level, religious_now, gender_identity_F, sexual_attraction_F",131
632,"education_level, religious_now, gender_identity_F, sexual_attraction_M",141
633,"education_level, religious_now, gender_identity_M, sexual_attraction_F",140
634,"education_level, religious_now, gender_identity_M, sexual_attraction_M",150
635,"education_level, religious_now, sexual_attraction_F, sexual_attraction_M",69
636,"education_level, religious_upbringing, BMI, background_SES",694
637,"education_level, religious_upbringing, BMI, gender_identity_F",609
638,"education_level, religious_upbringing, BMI, gender_identity_M",565
639,"education_level, religious_upbringing, BMI, sexual_attraction_F",594
640,"education_level, religious_upbringing, BMI, sexual_attraction_M",587
641,"education_level, religious_upbringing, background_SES, gender_identity_F",171
642,"education_level, religious_upbringing, background_SES, gender_identity_M",157
643,"education_level, religious_upbringing, background_SES, sexual_attraction_F",188
644,"education_level, religious_upbringing, background_SES, sexual_attraction_M",179
645,"education_level, religious_upbringing, gender_identity_F, gender_identity_M",110
646,"education_level, religious_upbringing, gender_identity_F, sexual_attraction_F",127
647,"education_level, religious_upbringing, gender_identity_F, sexual_attraction_M",129
648,"education_level, religious_upbringing, gender_identity_M, sexual_attraction_F",137
649,"education_level, religious_upbringing, gender_identity_M, sexual_attraction_M",133
650,"education_level, religious_upbringing, sexual_attraction_F, sexual_attraction_M",79
651,"education_level, BMI, background_SES, gender_identity_F",1181
652,"education_level, BMI, background_SES, gender_identity_M",1155
653,"education_level, BMI, background_SES, sexual_attraction_F",1198
654,"education_level, BMI, background_SES, sexual_attraction_M",1185
655,"education_level, BMI, gender_identity_F, gender_identity_M",738
656,"education_level, BMI, gender_identity_F, sexual_attraction_F",875
657,"education_level, BMI, gender_identity_F, sexual_attraction_M",860
658,"education_level, BMI, gender_identity_M, sexual_attraction_F",832
659,"education_level, BMI, gender_identity_M, sexual_attraction_M",804
660,"education_level, BMI, sexual_attraction_F, sexual_attraction_M",726
661,"education_level, background_SES, gender_identity_F, gender_identity_M",263
662,"education_level, background_SES, gender_identity_F, sexual_attraction_F",338
663,"education_level, background_SES, gender_identity_F, sexual_attraction_M",324
664,"education_level, background_SES, gender_identity_M, sexual_attraction_F",341
665,"education_level, background_SES, gender_identity_M, sexual_attraction_M",322
666,"education_level, background_SES, sexual_attraction_F, sexual_attraction_M",272
667,"education_level, gender_identity_F, gender_identity_M, sexual_attraction_F",234
668,"education_level, gender_identity_F, gender_identity_M, sexual_attraction_M",212
669,"education_level, gender_identity_F, sexual_attraction_F, sexual_attraction_M",215
670,"education_level, gender_identity_M, sexual_attraction_F, sexual_attraction_M",213
671,"religious_importance, sex, handedness, religious_now",6
672,"religious_importance, sex, handedness, religious_upbringing",19
673,"religious_importance, sex, handedness, BMI",419
674,"religious_importance, sex, handedness, background_SES",82
675,"religious_importance, sex, handedness, gender_identity_F",78
676,"religious_importance, sex, handedness, gender_identity_M",63
677,"religious_importance, sex, handedness, sexual_attraction_F",77
678,"religious_importance, sex, handedness, sexual_attraction_M",98
679,"religious_importance, sex, religious_now, religious_upbringing",7
680,"religious_importance, sex, religious_now, BMI",379
681,"religious_importance, sex, religious_now, background_SES",50
682,"religious_importance, sex, religious_now, gender_identity_F",51
683,"religious_importance, sex, religious_now, gender_identity_M",41
684,"religious_importance, sex, religious_now, sexual_attraction_F",53
685,"religious_importance, sex, religious_now, sexual_attraction_M",74
686,"religious_importance, sex, religious_upbringing, BMI",426
687,"religious_importance, sex, religious_upbringing, background_SES",85
688,"religious_importance, sex, religious_upbringing, gender_identity_F",82
689,"religious_importance, sex, religious_upbringing, gender_identity_M",76
690,"religious_importance, sex, religious_upbringing, sexual_attraction_F",74
691,"religious_importance, sex, religious_upbringing, sexual_attraction_M",98
692,"religious_importance, sex, BMI, background_SES",865
693,"religious_importance, sex, BMI, gender_identity_F",679
694,"religious_importance, sex, BMI, gender_identity_M",685
695,"religious_importance, sex, BMI, sexual_attraction_F",729
696,"religious_importance, sex, BMI, sexual_attraction_M",710
697,"religious_importance, sex, background_SES, gender_identity_F",223
698,"religious_importance, sex, background_SES, gender_identity_M",217
699,"religious_importance, sex, background_SES, sexual_attraction_F",273
700,"religious_importance, sex, background_SES, sexual_attraction_M",269
701,"religious_importance, sex, gender_identity_F, gender_identity_M",123
702,"religious_importance, sex, gender_identity_F, sexual_attraction_F",172
703,"religious_importance, sex, gender_identity_F, sexual_attraction_M",171
704,"religious_importance, sex, gender_identity_M, sexual_attraction_F",168
705,"religious_importance, sex, gender_identity_M, sexual_attraction_M",185
706,"religious_importance, sex, sexual_attraction_F, sexual_attraction_M",144
707,"religious_importance, handedness, religious_now, religious_upbringing",9
708,"religious_importance, handedness, religious_now, BMI",336
709,"religious_importance, handedness, religious_now, background_SES",49
710,"religious_importance, handedness, religious_now, gender_identity_F",49
711,"religious_importance, handedness, religious_now, gender_identity_M",55
712,"religious_importance, handedness, religious_now, sexual_attraction_F",56
713,"religious_importance, handedness, religious_now, sexual_attraction_M",76
714,"religious_importance, handedness, religious_upbringing, BMI",383
715,"religious_importance, handedness, religious_upbringing, background_SES",78
716,"religious_importance, handedness, religious_upbringing, gender_identity_F",87
717,"religious_importance, handedness, religious_upbringing, gender_identity_M",85
718,"religious_importance, handedness, religious_upbringing, sexual_attraction_F",80
719,"religious_importance, handedness, religious_upbringing, sexual_attraction_M",110
720,"religious_importance, handedness, BMI, background_SES",785
721,"religious_importance, handedness, BMI, gender_identity_F",677
722,"religious_importance, handedness, BMI, gender_identity_M",679
723,"religious_importance, handedness, BMI, sexual_attraction_F",696
