Combination,Unique Rows,Unique Rows Excluding Columns,Score
"age, religious_now, religious_upbringing, sexual_attraction_F",40,706,4.625
"age, religious_now, religious_upbringing, sexual_attraction_M",50,704,3.74
"age, religious_now, BMI, background_SES",430,183,1.6465116279069767
"age, religious_now, BMI, gender_identity_F",295,371,1.7627118644067796
"age, religious_now, BMI, gender_identity_M",294,384,1.7244897959183674
"age, religious_now, BMI, sexual_attraction_F",285,393,1.7473684210526317
"age, religious_now, BMI, sexual_attraction_M",287,400,1.710801393728223
"age, religious_now, background_SES, gender_identity_F",164,471,2.5609756097560976
"age, religious_now, background_SES, gender_identity_M",158,482,2.588607594936709
"age, religious_now, background_SES, sexual_attraction_F",173,488,2.3294797687861273
"age, religious_now, background_SES, sexual_attraction_M",175,486,2.3142857142857145
"age, religious_now, gender_identity_F, gender_identity_M",57,730,2.824561403508772
"age, religious_now, gender_identity_F, sexual_attraction_F",81,745,1.8024691358024691
"age, religious_now, gender_identity_F, sexual_attraction_M",81,751,1.728395061728395
"age, religious_now, gender_identity_M, sexual_attraction_F",72,747,2.0
"age, religious_now, gender_identity_M, sexual_attraction_M",79,747,1.8227848101265822
"age, religious_now, sexual_attraction_F, sexual_attraction_M",44,730,3.659090909090909
"age, religious_upbringing, BMI, background_SES",472,147,1.576271186440678
"age, religious_upbringing, BMI, gender_identity_F",321,314,1.7975077881619939
"age, religious_upbringing, BMI, gender_identity_M",309,321,1.8446601941747574
"age, religious_upbringing, BMI, sexual_attraction_F",319,318,1.7962382445141065
"age, religious_upbringing, BMI, sexual_attraction_M",315,327,1.7904761904761906
"age, religious_upbringing, background_SES, gender_identity_F",162,408,2.9814814814814814
"age, religious_upbringing, background_SES, gender_identity_M",164,421,2.8658536585365852
"age, religious_upbringing, background_SES, sexual_attraction_F",178,427,2.606741573033708
"age, religious_upbringing, background_SES, sexual_attraction_M",176,425,2.647727272727273
"age, religious_upbringing, gender_identity_F, gender_identity_M",60,672,3.65
"age, religious_upbringing, gender_identity_F, sexual_attraction_F",94,687,2.1702127659574466
"age, religious_upbringing, gender_identity_F, sexual_attraction_M",95,687,2.1473684210526316
"age, religious_upbringing, gender_identity_M, sexual_attraction_F",81,693,2.4444444444444446
"age, religious_upbringing, gender_identity_M, sexual_attraction_M",91,691,2.197802197802198
"age, religious_upbringing, sexual_attraction_F, sexual_attraction_M",59,664,3.847457627118644
"age, BMI, background_SES, gender_identity_F",614,143,1.218241042345277
"age, BMI, background_SES, gender_identity_M",618,157,1.1877022653721683
"age, BMI, background_SES, sexual_attraction_F",619,150,1.197092084006462
"age, BMI, background_SES, sexual_attraction_M",620,154,1.1887096774193548
"age, BMI, gender_identity_F, gender_identity_M",257,333,2.1712062256809337
"age, BMI, gender_identity_F, sexual_attraction_F",281,350,1.9252669039145907
"age, BMI, gender_identity_F, sexual_attraction_M",281,352,1.9181494661921707
"age, BMI, gender_identity_M, sexual_attraction_F",286,365,1.8391608391608392
"age, BMI, gender_identity_M, sexual_attraction_M",284,370,1.8345070422535212
"age, BMI, sexual_attraction_F, sexual_attraction_M",225,340,2.448888888888889
"age, background_SES, gender_identity_F, gender_identity_M",140,441,3.2142857142857144
"age, background_SES, gender_identity_F, sexual_attraction_F",193,450,2.284974093264249
"age, background_SES, gender_identity_F, sexual_attraction_M",192,451,2.2916666666666665
"age, background_SES, gender_identity_M, sexual_attraction_F",178,466,2.3876404494382024
"age, background_SES, gender_identity_M, sexual_attraction_M",186,459,2.3225806451612905
"age, background_SES, sexual_attraction_F, sexual_attraction_M",136,416,3.4926470588235294
"age, gender_identity_F, gender_identity_M, sexual_attraction_F",96,717,1.8125
"age, gender_identity_F, gender_identity_M, sexual_attraction_M",94,719,1.8297872340425532
"age, gender_identity_F, sexual_attraction_F, sexual_attraction_M",87,708,2.103448275862069
"age, gender_identity_M, sexual_attraction_F, sexual_attraction_M",84,708,2.1785714285714284
"education_level, religious_importance, sex, handedness",11,788,9.363636363636363
"education_level, religious_importance, sex, religious_now",2,800,45.5
"education_level, religious_importance, sex, religious_upbringing",12,773,9.833333333333334
"education_level, religious_importance, sex, BMI",157,443,2.8535031847133756
"education_level, religious_importance, sex, background_SES",82,547,4.195121951219512
"education_level, religious_importance, sex, gender_identity_F",38,818,1.9210526315789473
"education_level, religious_importance, sex, gender_identity_M",38,806,2.236842105263158
"education_level, religious_importance, sex, sexual_attraction_F",33,816,2.272727272727273
"education_level, religious_importance, sex, sexual_attraction_M",38,814,2.026315789473684
"education_level, religious_importance, handedness, religious_now",5,809,16.4
"education_level, religious_importance, handedness, religious_upbringing",11,786,9.545454545454545
"education_level, religious_importance, handedness, BMI",122,447,3.639344262295082
"education_level, religious_importance, handedness, background_SES",51,546,6.764705882352941
"education_level, religious_importance, handedness, gender_identity_F",44,831,1.3636363636363635
"education_level, religious_importance, handedness, gender_identity_M",38,817,1.9473684210526316
"education_level, religious_importance, handedness, sexual_attraction_F",30,829,2.066666666666667
"education_level, religious_importance, handedness, sexual_attraction_M",37,829,1.6756756756756757
"education_level, religious_importance, religious_now, religious_upbringing",3,789,34.0
"education_level, religious_importance, religious_now, BMI",87,448,5.091954022988506
"education_level, religious_importance, religious_now, background_SES",29,554,11.620689655172415
"education_level, religious_importance, religious_now, gender_identity_F",28,834,2.0357142857142856
"education_level, religious_importance, religious_now, gender_identity_M",24,826,2.7083333333333335
"education_level, religious_importance, religious_now, sexual_attraction_F",16,836,3.4375
"education_level, religious_importance, religious_now, sexual_attraction_M",21,834,2.7142857142857144
"education_level, religious_importance, religious_upbringing, BMI",131,434,3.4885496183206106
"education_level, religious_importance, religious_upbringing, background_SES",52,523,7.076923076923077
"education_level, religious_importance, religious_upbringing, gender_identity_F",52,817,1.4230769230769231
"education_level, religious_importance, religious_upbringing, gender_identity_M",49,801,1.836734693877551
"education_level, religious_importance, religious_upbringing, sexual_attraction_F",38,813,2.0526315789473686
"education_level, religious_importance, religious_upbringing, sexual_attraction_M",44,809,1.8636363636363635
"education_level, religious_importance, BMI, background_SES",294,227,2.258503401360544
"education_level, religious_importance, BMI, gender_identity_F",243,487,1.662551440329218
"education_level, religious_importance, BMI, gender_identity_M",227,487,1.7797356828193833
"education_level, religious_importance, BMI, sexual_attraction_F",234,495,1.6923076923076923
"education_level, religious_importance, BMI, sexual_attraction_M",240,503,1.6166666666666667
"education_level, religious_importance, background_SES, gender_identity_F",156,592,1.9166666666666667
"education_level, religious_importance, background_SES, gender_identity_M",150,581,2.066666666666667
"education_level, religious_importance, background_SES, sexual_attraction_F",167,594,1.778443113772455
"education_level, religious_importance, background_SES, sexual_attraction_M",162,596,1.8209876543209877
"education_level, religious_importance, gender_identity_F, gender_identity_M",50,837,1.08
"education_level, religious_importance, gender_identity_F, sexual_attraction_F",64,851,0.625
"education_level, religious_importance, gender_identity_F, sexual_attraction_M",63,848,0.6825396825396826
"education_level, religious_importance, gender_identity_M, sexual_attraction_F",67,840,0.7611940298507462
"education_level, religious_importance, gender_identity_M, sexual_attraction_M",65,838,0.8153846153846154
"education_level, religious_importance, sexual_attraction_F, sexual_attraction_M",39,837,1.3846153846153846
"education_level, sex, handedness, religious_now",1,795,96.0
"education_level, sex, handedness, religious_upbringing",1,757,134.0
"education_level, sex, handedness, BMI",80,437,5.675
"education_level, sex, handedness, background_SES",19,536,18.68421052631579
"education_level, sex, handedness, gender_identity_F",12,793,8.166666666666666
"education_level, sex, handedness, gender_identity_M",13,779,8.615384615384615
"education_level, sex, handedness, sexual_attraction_F",14,791,7.142857142857143
"education_level, sex, handedness, sexual_attraction_M",11,791,9.090909090909092
"education_level, sex, religious_now, religious_upbringing",0,787,inf
"education_level, sex, religious_now, BMI",75,496,5.266666666666667
"education_level, sex, religious_now, background_SES",11,582,28.09090909090909
"education_level, sex, religious_now, gender_identity_F",12,825,5.5
"education_level, sex, religious_now, gender_identity_M",11,813,7.090909090909091
"education_level, sex, religious_now, sexual_attraction_F",14,823,4.857142857142857
"education_level, sex, religious_now, sexual_attraction_M",18,821,3.888888888888889
"education_level, sex, religious_upbringing, BMI",74,440,6.094594594594595
"education_level, sex, religious_upbringing, background_SES",11,523,33.45454545454545
"education_level, sex, religious_upbringing, gender_identity_F",14,787,7.428571428571429
"education_level, sex, religious_upbringing, gender_identity_M",11,771,10.909090909090908
"education_level, sex, religious_upbringing, sexual_attraction_F",16,783,6.75
"education_level, sex, religious_upbringing, sexual_attraction_M",17,779,6.588235294117647
"education_level, sex, BMI, background_SES",240,259,2.6333333333333333
"education_level, sex, BMI, gender_identity_F",138,472,3.036231884057971
"education_level, sex, BMI, gender_identity_M",120,471,3.5
"education_level, sex, BMI, sexual_attraction_F",161,479,2.559006211180124
"education_level, sex, BMI, sexual_attraction_M",157,485,2.5859872611464967
"education_level, sex, background_SES, gender_identity_F",39,575,8.102564102564102
"education_level, sex, background_SES, gender_identity_M",51,558,6.529411764705882
"education_level, sex, background_SES, sexual_attraction_F",72,573,4.416666666666667
"education_level, sex, background_SES, sexual_attraction_M",72,575,4.388888888888889
"education_level, sex, gender_identity_F, gender_identity_M",21,800,4.333333333333333
"education_level, sex, gender_identity_F, sexual_attraction_F",29,822,2.3793103448275863
"education_level, sex, gender_identity_F, sexual_attraction_M",28,819,2.5714285714285716
"education_level, sex, gender_identity_M, sexual_attraction_F",34,811,2.3529411764705883
"education_level, sex, gender_identity_M, sexual_attraction_M",29,809,2.8275862068965516
"education_level, sex, sexual_attraction_F, sexual_attraction_M",27,808,3.074074074074074
"education_level, handedness, religious_now, religious_upbringing",3,798,31.0
"education_level, handedness, religious_now, BMI",62,493,6.419354838709677
"education_level, handedness, religious_now, background_SES",21,585,14.571428571428571
"education_level, handedness, religious_now, gender_identity_F",17,834,3.3529411764705883
"education_level, handedness, religious_now, gender_identity_M",16,820,4.4375
"education_level, handedness, religious_now, sexual_attraction_F",11,832,5.363636363636363
"education_level, handedness, religious_now, sexual_attraction_M",14,832,4.214285714285714
"education_level, handedness, religious_upbringing, BMI",65,421,7.230769230769231
"education_level, handedness, religious_upbringing, background_SES",19,516,19.736842105263158
"education_level, handedness, religious_upbringing, gender_identity_F",16,794,6.0625
"education_level, handedness, religious_upbringing, gender_identity_M",17,778,6.647058823529412
"education_level, handedness, religious_upbringing, sexual_attraction_F",12,792,8.25
"education_level, handedness, religious_upbringing, sexual_attraction_M",9,790,11.222222222222221
"education_level, handedness, BMI, background_SES",201,238,3.2487562189054726
"education_level, handedness, BMI, gender_identity_F",163,462,2.6319018404907975
