,Combination,SUDA_Sum
1240,"INCOME, LANGUAGE, RACE_1, LGBT_IDENTITY, ETHNICITY_1, GENDER",18514
1241,"INCOME, LANGUAGE, RACE_1, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",19250
1242,"INCOME, LANGUAGE, RACE_1, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",18693
1243,"INCOME, LANGUAGE, RACE_1, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",17347
1244,"INCOME, LANGUAGE, MARITAL_STATUS, EDUCATION, EMPLOYMENT, LGBT_IDENTITY",23479
1245,"INCOME, LANGUAGE, MARITAL_STATUS, EDUCATION, EMPLOYMENT, ETHNICITY_1",22328
1246,"INCOME, LANGUAGE, MARITAL_STATUS, EDUCATION, EMPLOYMENT, GENDER",22030
1247,"INCOME, LANGUAGE, MARITAL_STATUS, EDUCATION, EMPLOYMENT, WORK_NIH_CAMPUS",22241
1248,"INCOME, LANGUAGE, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY, ETHNICITY_1",21151
1249,"INCOME, LANGUAGE, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY, GENDER",20891
1250,"INCOME, LANGUAGE, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY, WORK_NIH_CAMPUS",21112
1251,"INCOME, LANGUAGE, MARITAL_STATUS, EDUCATION, ETHNICITY_1, GENDER",19768
1252,"INCOME, LANGUAGE, MARITAL_STATUS, EDUCATION, ETHNICITY_1, WORK_NIH_CAMPUS",19917
1253,"INCOME, LANGUAGE, MARITAL_STATUS, EDUCATION, GENDER, WORK_NIH_CAMPUS",19559
1254,"INCOME, LANGUAGE, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1",21075
1255,"INCOME, LANGUAGE, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY, GENDER",20747
1256,"INCOME, LANGUAGE, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY, WORK_NIH_CAMPUS",20815
1257,"INCOME, LANGUAGE, MARITAL_STATUS, EMPLOYMENT, ETHNICITY_1, GENDER",19572
1258,"INCOME, LANGUAGE, MARITAL_STATUS, EMPLOYMENT, ETHNICITY_1, WORK_NIH_CAMPUS",19653
1259,"INCOME, LANGUAGE, MARITAL_STATUS, EMPLOYMENT, GENDER, WORK_NIH_CAMPUS",19276
1260,"INCOME, LANGUAGE, MARITAL_STATUS, LGBT_IDENTITY, ETHNICITY_1, GENDER",18589
1261,"INCOME, LANGUAGE, MARITAL_STATUS, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",18983
1262,"INCOME, LANGUAGE, MARITAL_STATUS, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",18588
1263,"INCOME, LANGUAGE, MARITAL_STATUS, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",17424
1264,"INCOME, LANGUAGE, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1",21475
1265,"INCOME, LANGUAGE, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, GENDER",21047
1266,"INCOME, LANGUAGE, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, WORK_NIH_CAMPUS",21226
1267,"INCOME, LANGUAGE, EDUCATION, EMPLOYMENT, ETHNICITY_1, GENDER",20030
1268,"INCOME, LANGUAGE, EDUCATION, EMPLOYMENT, ETHNICITY_1, WORK_NIH_CAMPUS",20168
1269,"INCOME, LANGUAGE, EDUCATION, EMPLOYMENT, GENDER, WORK_NIH_CAMPUS",19731
1270,"INCOME, LANGUAGE, EDUCATION, LGBT_IDENTITY, ETHNICITY_1, GENDER",18803
1271,"INCOME, LANGUAGE, EDUCATION, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",19207
1272,"INCOME, LANGUAGE, EDUCATION, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",18794
1273,"INCOME, LANGUAGE, EDUCATION, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",17671
1274,"INCOME, LANGUAGE, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, GENDER",18671
1275,"INCOME, LANGUAGE, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",19155
1276,"INCOME, LANGUAGE, EMPLOYMENT, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",18632
1277,"INCOME, LANGUAGE, EMPLOYMENT, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",17593
1278,"INCOME, LANGUAGE, LGBT_IDENTITY, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",16887
1279,"INCOME, RACE_1, MARITAL_STATUS, EDUCATION, EMPLOYMENT, LGBT_IDENTITY",12247
1280,"INCOME, RACE_1, MARITAL_STATUS, EDUCATION, EMPLOYMENT, ETHNICITY_1",11050
1281,"INCOME, RACE_1, MARITAL_STATUS, EDUCATION, EMPLOYMENT, GENDER",10537
1282,"INCOME, RACE_1, MARITAL_STATUS, EDUCATION, EMPLOYMENT, WORK_NIH_CAMPUS",10837
1283,"INCOME, RACE_1, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY, ETHNICITY_1",10061
1284,"INCOME, RACE_1, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY, GENDER",9537
1285,"INCOME, RACE_1, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY, WORK_NIH_CAMPUS",9983
1286,"INCOME, RACE_1, MARITAL_STATUS, EDUCATION, ETHNICITY_1, GENDER",8414
1287,"INCOME, RACE_1, MARITAL_STATUS, EDUCATION, ETHNICITY_1, WORK_NIH_CAMPUS",8884
1288,"INCOME, RACE_1, MARITAL_STATUS, EDUCATION, GENDER, WORK_NIH_CAMPUS",8200
1289,"INCOME, RACE_1, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1",9864
1290,"INCOME, RACE_1, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY, GENDER",9361
1291,"INCOME, RACE_1, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY, WORK_NIH_CAMPUS",9607
1292,"INCOME, RACE_1, MARITAL_STATUS, EMPLOYMENT, ETHNICITY_1, GENDER",8135
1293,"INCOME, RACE_1, MARITAL_STATUS, EMPLOYMENT, ETHNICITY_1, WORK_NIH_CAMPUS",8418
1294,"INCOME, RACE_1, MARITAL_STATUS, EMPLOYMENT, GENDER, WORK_NIH_CAMPUS",7799
1295,"INCOME, RACE_1, MARITAL_STATUS, LGBT_IDENTITY, ETHNICITY_1, GENDER",7325
1296,"INCOME, RACE_1, MARITAL_STATUS, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",7952
1297,"INCOME, RACE_1, MARITAL_STATUS, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",7214
1298,"INCOME, RACE_1, MARITAL_STATUS, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",6165
1299,"INCOME, RACE_1, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1",10479
1300,"INCOME, RACE_1, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, GENDER",9863
1301,"INCOME, RACE_1, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, WORK_NIH_CAMPUS",10113
1302,"INCOME, RACE_1, EDUCATION, EMPLOYMENT, ETHNICITY_1, GENDER",8714
1303,"INCOME, RACE_1, EDUCATION, EMPLOYMENT, ETHNICITY_1, WORK_NIH_CAMPUS",9027
1304,"INCOME, RACE_1, EDUCATION, EMPLOYMENT, GENDER, WORK_NIH_CAMPUS",8359
1305,"INCOME, RACE_1, EDUCATION, LGBT_IDENTITY, ETHNICITY_1, GENDER",7764
1306,"INCOME, RACE_1, EDUCATION, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",8273
1307,"INCOME, RACE_1, EDUCATION, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",7570
1308,"INCOME, RACE_1, EDUCATION, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",6532
1309,"INCOME, RACE_1, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, GENDER",7702
1310,"INCOME, RACE_1, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",8210
1311,"INCOME, RACE_1, EMPLOYMENT, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",7492
1312,"INCOME, RACE_1, EMPLOYMENT, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",6419
1313,"INCOME, RACE_1, LGBT_IDENTITY, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",5957
1314,"INCOME, MARITAL_STATUS, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1",10127
1315,"INCOME, MARITAL_STATUS, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, GENDER",9560
1316,"INCOME, MARITAL_STATUS, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, WORK_NIH_CAMPUS",9745
1317,"INCOME, MARITAL_STATUS, EDUCATION, EMPLOYMENT, ETHNICITY_1, GENDER",8716
1318,"INCOME, MARITAL_STATUS, EDUCATION, EMPLOYMENT, ETHNICITY_1, WORK_NIH_CAMPUS",8808
1319,"INCOME, MARITAL_STATUS, EDUCATION, EMPLOYMENT, GENDER, WORK_NIH_CAMPUS",8238
1320,"INCOME, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY, ETHNICITY_1, GENDER",7784
1321,"INCOME, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",8110
1322,"INCOME, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",7478
1323,"INCOME, MARITAL_STATUS, EDUCATION, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",6643
1324,"INCOME, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, GENDER",7586
1325,"INCOME, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",7763
1326,"INCOME, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",7138
1327,"INCOME, MARITAL_STATUS, EMPLOYMENT, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",6201
1328,"INCOME, MARITAL_STATUS, LGBT_IDENTITY, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",5748
1329,"INCOME, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, GENDER",7883
1330,"INCOME, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",8025
1331,"INCOME, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",7267
1332,"INCOME, EDUCATION, EMPLOYMENT, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",6549
1333,"INCOME, EDUCATION, LGBT_IDENTITY, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",5910
1334,"INCOME, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",5786
1335,"LANGUAGE, RACE_1, MARITAL_STATUS, EDUCATION, EMPLOYMENT, LGBT_IDENTITY",20060
1336,"LANGUAGE, RACE_1, MARITAL_STATUS, EDUCATION, EMPLOYMENT, ETHNICITY_1",19095
1337,"LANGUAGE, RACE_1, MARITAL_STATUS, EDUCATION, EMPLOYMENT, GENDER",18679
1338,"LANGUAGE, RACE_1, MARITAL_STATUS, EDUCATION, EMPLOYMENT, WORK_NIH_CAMPUS",18659
1339,"LANGUAGE, RACE_1, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY, ETHNICITY_1",18082
1340,"LANGUAGE, RACE_1, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY, GENDER",17737
1341,"LANGUAGE, RACE_1, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY, WORK_NIH_CAMPUS",18181
1342,"LANGUAGE, RACE_1, MARITAL_STATUS, EDUCATION, ETHNICITY_1, GENDER",16728
1343,"LANGUAGE, RACE_1, MARITAL_STATUS, EDUCATION, ETHNICITY_1, WORK_NIH_CAMPUS",17091
1344,"LANGUAGE, RACE_1, MARITAL_STATUS, EDUCATION, GENDER, WORK_NIH_CAMPUS",16667
1345,"LANGUAGE, RACE_1, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1",18075
1346,"LANGUAGE, RACE_1, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY, GENDER",17636
1347,"LANGUAGE, RACE_1, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY, WORK_NIH_CAMPUS",18037
1348,"LANGUAGE, RACE_1, MARITAL_STATUS, EMPLOYMENT, ETHNICITY_1, GENDER",16790
1349,"LANGUAGE, RACE_1, MARITAL_STATUS, EMPLOYMENT, ETHNICITY_1, WORK_NIH_CAMPUS",17180
1350,"LANGUAGE, RACE_1, MARITAL_STATUS, EMPLOYMENT, GENDER, WORK_NIH_CAMPUS",16589
1351,"LANGUAGE, RACE_1, MARITAL_STATUS, LGBT_IDENTITY, ETHNICITY_1, GENDER",15927
1352,"LANGUAGE, RACE_1, MARITAL_STATUS, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",16516
1353,"LANGUAGE, RACE_1, MARITAL_STATUS, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",15972
1354,"LANGUAGE, RACE_1, MARITAL_STATUS, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",15057
1355,"LANGUAGE, RACE_1, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1",18045
1356,"LANGUAGE, RACE_1, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, GENDER",17737
1357,"LANGUAGE, RACE_1, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, WORK_NIH_CAMPUS",18025
1358,"LANGUAGE, RACE_1, EDUCATION, EMPLOYMENT, ETHNICITY_1, GENDER",16906
1359,"LANGUAGE, RACE_1, EDUCATION, EMPLOYMENT, ETHNICITY_1, WORK_NIH_CAMPUS",17198
1360,"LANGUAGE, RACE_1, EDUCATION, EMPLOYMENT, GENDER, WORK_NIH_CAMPUS",16757
1361,"LANGUAGE, RACE_1, EDUCATION, LGBT_IDENTITY, ETHNICITY_1, GENDER",15973
1362,"LANGUAGE, RACE_1, EDUCATION, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",16403
1363,"LANGUAGE, RACE_1, EDUCATION, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",16097
1364,"LANGUAGE, RACE_1, EDUCATION, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",15167
1365,"LANGUAGE, RACE_1, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, GENDER",15863
1366,"LANGUAGE, RACE_1, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",16424
1367,"LANGUAGE, RACE_1, EMPLOYMENT, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",15881
1368,"LANGUAGE, RACE_1, EMPLOYMENT, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",15254
1369,"LANGUAGE, RACE_1, LGBT_IDENTITY, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",14528
1370,"LANGUAGE, MARITAL_STATUS, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1",18279
1371,"LANGUAGE, MARITAL_STATUS, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, GENDER",17988
1372,"LANGUAGE, MARITAL_STATUS, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, WORK_NIH_CAMPUS",18016
1373,"LANGUAGE, MARITAL_STATUS, EDUCATION, EMPLOYMENT, ETHNICITY_1, GENDER",17258
1374,"LANGUAGE, MARITAL_STATUS, EDUCATION, EMPLOYMENT, ETHNICITY_1, WORK_NIH_CAMPUS",17219
1375,"LANGUAGE, MARITAL_STATUS, EDUCATION, EMPLOYMENT, GENDER, WORK_NIH_CAMPUS",16887
1376,"LANGUAGE, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY, ETHNICITY_1, GENDER",16168
1377,"LANGUAGE, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",16452
1378,"LANGUAGE, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",16260
1379,"LANGUAGE, MARITAL_STATUS, EDUCATION, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",15338
1380,"LANGUAGE, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, GENDER",16154
1381,"LANGUAGE, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",16626
1382,"LANGUAGE, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",16124
1383,"LANGUAGE, MARITAL_STATUS, EMPLOYMENT, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",15489
1384,"LANGUAGE, MARITAL_STATUS, LGBT_IDENTITY, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",14687
1385,"LANGUAGE, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, GENDER",16049
1386,"LANGUAGE, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",16292
1387,"LANGUAGE, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",15969
1388,"LANGUAGE, EDUCATION, EMPLOYMENT, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",15390
1389,"LANGUAGE, EDUCATION, LGBT_IDENTITY, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",14514
1390,"LANGUAGE, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",14530
1391,"RACE_1, MARITAL_STATUS, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1",7556
1392,"RACE_1, MARITAL_STATUS, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, GENDER",7069
1393,"RACE_1, MARITAL_STATUS, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, WORK_NIH_CAMPUS",6978
1394,"RACE_1, MARITAL_STATUS, EDUCATION, EMPLOYMENT, ETHNICITY_1, GENDER",6380
1395,"RACE_1, MARITAL_STATUS, EDUCATION, EMPLOYMENT, ETHNICITY_1, WORK_NIH_CAMPUS",6346
1396,"RACE_1, MARITAL_STATUS, EDUCATION, EMPLOYMENT, GENDER, WORK_NIH_CAMPUS",5658
1397,"RACE_1, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY, ETHNICITY_1, GENDER",5497
1398,"RACE_1, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",5925
1399,"RACE_1, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",5308
1400,"RACE_1, MARITAL_STATUS, EDUCATION, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",4624
1401,"RACE_1, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, GENDER",5409
1402,"RACE_1, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",5804
1403,"RACE_1, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",5083
1404,"RACE_1, MARITAL_STATUS, EMPLOYMENT, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",4545
1405,"RACE_1, MARITAL_STATUS, LGBT_IDENTITY, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",3937
1406,"RACE_1, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, GENDER",5527
1407,"RACE_1, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",5667
1408,"RACE_1, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",5082
1409,"RACE_1, EDUCATION, EMPLOYMENT, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",4602
1410,"RACE_1, EDUCATION, LGBT_IDENTITY, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",4022
1411,"RACE_1, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",3954
1412,"MARITAL_STATUS, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, GENDER",5474
1413,"MARITAL_STATUS, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",5506
1414,"MARITAL_STATUS, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",4992
1415,"MARITAL_STATUS, EDUCATION, EMPLOYMENT, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",4543
1416,"MARITAL_STATUS, EDUCATION, LGBT_IDENTITY, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",3967
1417,"MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",3920
1418,"EDUCATION, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",3670
1419,"AGE, INCOME, LANGUAGE, RACE_1, MARITAL_STATUS, EDUCATION, EMPLOYMENT",336658
1420,"AGE, INCOME, LANGUAGE, RACE_1, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY",326086
1421,"AGE, INCOME, LANGUAGE, RACE_1, MARITAL_STATUS, EDUCATION, ETHNICITY_1",308050
1422,"AGE, INCOME, LANGUAGE, RACE_1, MARITAL_STATUS, EDUCATION, GENDER",312122
1423,"AGE, INCOME, LANGUAGE, RACE_1, MARITAL_STATUS, EDUCATION, WORK_NIH_CAMPUS",317716
1424,"AGE, INCOME, LANGUAGE, RACE_1, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY",321002
1425,"AGE, INCOME, LANGUAGE, RACE_1, MARITAL_STATUS, EMPLOYMENT, ETHNICITY_1",303132
1426,"AGE, INCOME, LANGUAGE, RACE_1, MARITAL_STATUS, EMPLOYMENT, GENDER",306806
1427,"AGE, INCOME, LANGUAGE, RACE_1, MARITAL_STATUS, EMPLOYMENT, WORK_NIH_CAMPUS",312610
1428,"AGE, INCOME, LANGUAGE, RACE_1, MARITAL_STATUS, LGBT_IDENTITY, ETHNICITY_1",292200
1429,"AGE, INCOME, LANGUAGE, RACE_1, MARITAL_STATUS, LGBT_IDENTITY, GENDER",296076
1430,"AGE, INCOME, LANGUAGE, RACE_1, MARITAL_STATUS, LGBT_IDENTITY, WORK_NIH_CAMPUS",303632
1431,"AGE, INCOME, LANGUAGE, RACE_1, MARITAL_STATUS, ETHNICITY_1, GENDER",277882
1432,"AGE, INCOME, LANGUAGE, RACE_1, MARITAL_STATUS, ETHNICITY_1, WORK_NIH_CAMPUS",286104
1433,"AGE, INCOME, LANGUAGE, RACE_1, MARITAL_STATUS, GENDER, WORK_NIH_CAMPUS",288644
1434,"AGE, INCOME, LANGUAGE, RACE_1, EDUCATION, EMPLOYMENT, LGBT_IDENTITY",329720
1435,"AGE, INCOME, LANGUAGE, RACE_1, EDUCATION, EMPLOYMENT, ETHNICITY_1",311464
1436,"AGE, INCOME, LANGUAGE, RACE_1, EDUCATION, EMPLOYMENT, GENDER",315990
1437,"AGE, INCOME, LANGUAGE, RACE_1, EDUCATION, EMPLOYMENT, WORK_NIH_CAMPUS",321560
1438,"AGE, INCOME, LANGUAGE, RACE_1, EDUCATION, LGBT_IDENTITY, ETHNICITY_1",300010
1439,"AGE, INCOME, LANGUAGE, RACE_1, EDUCATION, LGBT_IDENTITY, GENDER",304792
1440,"AGE, INCOME, LANGUAGE, RACE_1, EDUCATION, LGBT_IDENTITY, WORK_NIH_CAMPUS",311440
1441,"AGE, INCOME, LANGUAGE, RACE_1, EDUCATION, ETHNICITY_1, GENDER",286004
1442,"AGE, INCOME, LANGUAGE, RACE_1, EDUCATION, ETHNICITY_1, WORK_NIH_CAMPUS",293126
1443,"AGE, INCOME, LANGUAGE, RACE_1, EDUCATION, GENDER, WORK_NIH_CAMPUS",296894
1444,"AGE, INCOME, LANGUAGE, RACE_1, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1",294654
1445,"AGE, INCOME, LANGUAGE, RACE_1, EMPLOYMENT, LGBT_IDENTITY, GENDER",298868
1446,"AGE, INCOME, LANGUAGE, RACE_1, EMPLOYMENT, LGBT_IDENTITY, WORK_NIH_CAMPUS",306556
1447,"AGE, INCOME, LANGUAGE, RACE_1, EMPLOYMENT, ETHNICITY_1, GENDER",280390
1448,"AGE, INCOME, LANGUAGE, RACE_1, EMPLOYMENT, ETHNICITY_1, WORK_NIH_CAMPUS",288986
1449,"AGE, INCOME, LANGUAGE, RACE_1, EMPLOYMENT, GENDER, WORK_NIH_CAMPUS",292262
1450,"AGE, INCOME, LANGUAGE, RACE_1, LGBT_IDENTITY, ETHNICITY_1, GENDER",271018
1451,"AGE, INCOME, LANGUAGE, RACE_1, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",279482
1452,"AGE, INCOME, LANGUAGE, RACE_1, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",282596
1453,"AGE, INCOME, LANGUAGE, RACE_1, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",264252
1454,"AGE, INCOME, LANGUAGE, MARITAL_STATUS, EDUCATION, EMPLOYMENT, LGBT_IDENTITY",324506
1455,"AGE, INCOME, LANGUAGE, MARITAL_STATUS, EDUCATION, EMPLOYMENT, ETHNICITY_1",307930
1456,"AGE, INCOME, LANGUAGE, MARITAL_STATUS, EDUCATION, EMPLOYMENT, GENDER",311508
1457,"AGE, INCOME, LANGUAGE, MARITAL_STATUS, EDUCATION, EMPLOYMENT, WORK_NIH_CAMPUS",316524
1458,"AGE, INCOME, LANGUAGE, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY, ETHNICITY_1",298384
1459,"AGE, INCOME, LANGUAGE, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY, GENDER",302356
1460,"AGE, INCOME, LANGUAGE, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY, WORK_NIH_CAMPUS",305892
1461,"AGE, INCOME, LANGUAGE, MARITAL_STATUS, EDUCATION, ETHNICITY_1, GENDER",285190
1462,"AGE, INCOME, LANGUAGE, MARITAL_STATUS, EDUCATION, ETHNICITY_1, WORK_NIH_CAMPUS",289158
1463,"AGE, INCOME, LANGUAGE, MARITAL_STATUS, EDUCATION, GENDER, WORK_NIH_CAMPUS",291908
1464,"AGE, INCOME, LANGUAGE, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1",292974
1465,"AGE, INCOME, LANGUAGE, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY, GENDER",296398
1466,"AGE, INCOME, LANGUAGE, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY, WORK_NIH_CAMPUS",300296
1467,"AGE, INCOME, LANGUAGE, MARITAL_STATUS, EMPLOYMENT, ETHNICITY_1, GENDER",279614
